"","popularity","acousticness","danceability","duration_ms","energy","liveness","loudness","speechiness","tempo","valence","length_title"
"19455",42,0.00118,0.411,195173,0.985,0.376,-2.98,0.15,141.957,0.307,8
"19456",48,0.184,0.308,211200,0.926,0.0782,-12.683,0.15,96.17,0.193,8
"19457",41,0.229,0.833,147533,0.769,0.459,-6.137,0.0446,119.921,0.661,7
"19458",65,0.00121,0.535,198694,0.836,0.102,-5.593,0.0746,85.005,0.443,9
"19459",55,0.000245,0.462,114227,0.977,0.283,-3.853,0.0396,92.636,0.89,6
"19460",48,0.000832,0.627,224907,0.842,0.115,-4.215,0.0375,134.98,0.309,8
"19462",54,8.38e-06,0.502,213000,0.934,0.0921,-3.899,0.0553,102.121,0.477,4
"19464",50,0.0121,0.269,387840,0.903,0.0971,-5.705,0.175,149.757,0.0967,15
"19465",59,0.0667,0.693,222107,0.527,0.663,-10.856,0.0365,141.957,0.911,12
"19466",49,0.00262,0.71,343570,0.692,0.132,-7.68,0.0568,104.983,0.29,6
"19468",60,0.447,0.789,181267,0.435,0.135,-7.042,0.0599,72.973,0.456,12
"19469",57,0.00682,0.456,183707,0.891,0.0727,-4.062,0.125,170.019,0.647,9
"19470",67,0.115,0.648,206133,0.659,0.19,-6.369,0.0259,106.196,0.532,20
"19471",49,0.00173,0.195,283360,0.935,0.108,-3.623,0.133,129.328,0.236,13
"19472",42,0.00309,0.527,309173,0.825,0.364,-6.771,0.0861,175.765,0.192,12
"19473",45,0.0024,0.497,240799,0.75,0.392,-5.171,0.0281,96.071,0.116,6
"19474",55,0.688,0.445,261909,0.583,0.0614,-10.219,0.0535,94.764,0.298,6
"19475",50,0.0033799999999999,0.443,348893,0.819,0.696,-6.61,0.0615,116.033,0.0983,20
"19476",56,0.687,0.702,60000,0.499,0.159,-6.828,0.151,167.079,0.227,7
"19477",54,4.96e-05,0.354,242760,0.804,0.454,-8.11,0.0582,175.731,0.224,9
"19478",50,0.000502,0.351,238333,0.74,0.107,-3.432,0.0318,102.124,0.218,12
"19480",46,0.00839,0.377,270002,0.45,0.0905,-10.028,0.0446,157.719,0.107,22
"19484",53,0.0139999999999999,0.515,232720,0.903,0.38,-8.832,0.0443,116.44,0.927,26
"19485",63,0.892,0.729,234595,0.338,0.118,-12.816,0.116,119.345,0.184,9
"19486",73,0.0212,0.7,297587,0.864,0.0956,-3.629,0.0283,102.997,0.887,15
"19489",61,0.0475,0.767,259707,0.614,0.116,-7.373,0.0344,110.994,0.43,21
"19490",43,0.0678,0.396,247373,0.764,0.101,-7.601,0.0342,109.051,0.368,7
"19491",51,6.39e-05,0.617,189133,0.85,0.481,-4.543,0.0325,125.03,0.589,38
"19492",53,0.122,0.5,173773,0.854,0.0794,-5.151,0.0945,141.957,0.404,7
"19493",55,2.55e-05,0.215,267998,0.974,0.0682,-4.668,0.145,152.557,0.312,21
"19494",48,0.457,0.494,230227,0.74,0.37,-6.646,0.0678,100.983,0.337,8
"19495",57,0.0508,0.73,241480,0.573,0.062,-7.009,0.0375,117.692,0.6,10
"19496",41,0.128,0.681,217307,0.831,0.655,-4.32,0.0472,96.914,0.769,9
"19497",57,0.29,0.656,249293,0.707,0.325,-4.203,0.0692,141.957,0.638,35
"19499",66,0.0731,0.579,243040,0.758,0.708,-7.08,0.0281,109.054,0.288,19
"19500",44,0.37,0.526,192933,0.738,0.0842,-5.26,0.0358,144.565,0.898,7
"19501",52,0.0131,0.274,269093,0.472,0.0802,-7.614,0.0263,148.996,0.14,10
"19502",59,1.56e-05,0.447,189667,0.993,0.474,-3.022,0.111,141.957,0.108,9
"19503",48,0.00428,0.66,332627,0.567,0.11,-6.318,0.0289,107.754,0.182,5
"19504",49,0.00342,0.261,394307,0.969,0.103,-4.185,0.168,151.921,0.199,20
"19505",45,0.00702,0.291,209400,0.916,0.0603,-3.382,0.117,84.869,0.483,27
"19506",60,0.018,0.538,258227,0.742,0.152,-6.365,0.0521,165.951,0.425,13
"19507",43,0.858,0.33,46636,0.282,0.203,-15.25,0.0533,108.192,0.4,14
"19508",43,0.0212,0.453,190320,0.819,0.144,-6.374,0.0329,160.585,0.699,13
"19509",38,0.00427,0.186,335547,0.988,0.633,-5.496,0.15,177.201,0.0571,62
"19510",44,0.189,0.378,216000,0.916,0.275,-1.173,0.0657,115.235,0.415,11
"19511",59,0.313,0.698,248987,0.605,0.0783,-11.492,0.0302,134.092,0.8,17
"19512",64,0.000572,0.492,198360,0.932,0.123,-4.689,0.052,92.497,0.33,12
"19514",41,0.0037,0.668,254151,0.954,0.0591,-3.989,0.0602,92.203,0.846,13
"19516",53,0.316,0.446,156958,0.622,0.362,-7.561,0.0543,155.66,0.963,6
"19517",52,0.0808,0.696,171280,0.638,0.0799,-6.342,0.063,141.957,0.331,10
"19518",55,0.000202,0.163,343907,0.885,0.228,-4.623,0.0725,198.556,0.549,12
"19519",58,0.00117,0.464,236067,0.785,0.328,-7.42,0.0436,153.005,0.528,12
"19520",50,0.78,0.448,208733,0.359,0.0753,-13.559,0.0288,80.912,0.0773,29
"19521",51,0.0689,0.538,233994,0.787,0.0805,-4.418,0.0655,79.887,0.42,13
"19522",50,0.00201,0.394,208133,0.859,0.1,-3.851,0.0409,136.075,0.511,10
"19523",40,0.000186,0.304,194093,0.79,0.204,-5.756,0.0371,150.383,0.542,9
"19524",44,0.000129,0.265,360667,0.714,0.137,-5.393,0.0375,145.156,0.1,6
"19525",46,0.158,0.339,352440,0.933,0.397,-5.733,0.0723,141.957,0.225,17
"19526",62,0.354,0.81,204000,0.308,0.0899,-8.194,0.0818,120.012,0.56,5
"19529",56,0.0001699999999999,0.338,315507,0.974,0.0271,-2.426,0.0648,141.957,0.459,8
"19530",43,0.0105,0.441,249160,0.745,0.199,-4.279,0.0315,76.994,0.298,5
"19532",46,0.0114,0.597,217960,0.812,0.285,-3.485,0.0386,128.182,0.464,12
"19533",47,0.303,0.669,198960,0.712,0.0755,-4.992,0.0412,141.957,0.843,18
"19535",55,9.79e-05,0.245,394467,0.961,0.164,-4.223,0.0852,96,0.574,17
"19536",49,0.318,0.593,233487,0.415,0.146,-9.504,0.0407,75.999,0.393,7
"19538",70,0.0143,0.585,230253,0.972,0.0707,-4.45,0.0534,110.006,0.585,12
"19539",41,0.00455,0.484,273333,0.791,0.08,-6.887,0.0705,141.957,0.407,19
"19540",50,0.0971,0.348,208827,0.442,0.112,-7.676,0.0637,198.227,0.0674,4
"19541",65,0.269,0.592,304760,0.423,0.207,-8.184,0.0904,60.014,0.607,15
"19542",50,0.00365,0.324,320880,0.631,0.221,-8.245,0.0407,142.684,0.346,11
"19543",41,0.41,0.606,207973,0.587,0.112,-9.363,0.0509,130.034,0.368,17
"19544",50,0.828,0.521,232653,0.396,0.1,-10.654,0.0468,77.046,0.398,14
"19546",64,0.000102,0.446,190787,0.9,0.0404,-3.541,0.0489,141.957,0.88,22
"19547",71,0.00717,0.624,258827,0.517,0.0687,-7.122,0.0322,151.695,0.42,15
"19550",50,0.00208,0.421,216991,0.733,0.128,-5.259,0.0338,171.814,0.438,10
"19553",52,0.94,0.685,347394,0.342,0.0942,-12.478,0.0358,129.983,0.344,9
"19554",48,0.115,0.451,221027,0.669,0.105,-6.995,0.0288,76.043,0.399,19
"19555",59,0.000817,0.682,234200,0.857,0.505,-9.872,0.0451,112.622,0.453,16
"19556",47,0.0191,0.529,330547,0.827,0.0938,-6.413,0.114,155.529,0.585,16
"19558",56,0.00397,0.476,239658,0.744,0.0982,-6.602,0.0515,127.934,0.159,30
"19559",50,0.00159,0.292,201025,0.986,0.0892,-3.045,0.181,197.923,0.337,25
"19560",43,0.233,0.425,166707,0.402,0.113,-8.581,0.0418,166.813,0.15,21
"19561",64,0.732,0.475,280680,0.322,0.107,-7.401,0.0481,76.604,0.269,12
"19562",50,0.648,0.33,272000,0.325,0.109,-7.912,0.0299,141.957,0.224,13
"19563",48,0.785,0.544,154187,0.34,0.734,-13.947,0.0411,97.005,0.556,12
"19564",76,0.00125,0.315,289533,0.715,0.0942,-8.072,0.0362,141.957,0.497,4
"19565",44,0.046,0.397,302347,0.742,0.117,-5.749,0.0335,147.961,0.17,45
"19566",51,0.296,0.681,279760,0.699,0.117,-7.307,0.0329,122.254,0.601,10
"19567",51,0.151,0.432,206973,0.534,0.228,-6.835,0.0973,92.624,0.406,6
"19568",48,0.000187,0.456,199413,0.886,0.11,-4.138,0.0534,95.003,0.223,11
"19569",52,3.88e-05,0.52,276227,0.992,0.173,-2.386,0.106,141.957,0.38,6
"19570",53,0.000386,0.47,175920,0.989,0.157,-3.857,0.0632,106.479,0.446,35
"19571",72,0.257,0.871,198440,0.701,0.0589,-5.594,0.0458,126.975,0.716,18
"19572",49,3.71e-05,0.235,185360,0.98,0.399,-5.732,0.0958,163.596,0.602,31
"19573",55,0.697,0.581,279634,0.384,0.0889,-11.195,0.0336,77.412,0.0466,9
"19574",45,0.188,0.505,265507,0.727,0.0862,-5.391,0.0579999999999999,85.899,0.254,12
"19575",42,0.00119,0.458,208851,0.655,0.147,-4.427,0.0398,176.03,0.593,12
"19577",65,0.0464,0.674,255507,0.771,0.0362,-5.943,0.0316,155.3,0.966,17
"19578",51,0.0834,0.574,221362,0.894,0.0778,-4.011,0.0629,89.979,0.458,19
"19579",50,0.000249,0.424,219933,0.936,0.0707,-4.541,0.147,164.175,0.761,19
"19581",48,1.51e-05,0.229,291213,0.988,0.0949,-3.475,0.116,144.96,0.359,41
"19582",44,0.0121,0.535,253827,0.827,0.117,-2.932,0.0989,123.952,0.649,21
"19583",52,0.009,0.508,218013,0.886,0.136,-6.074,0.0408,160.11,0.79,9
"19584",46,1.96e-05,0.517,256873,0.991,0.164,-3.833,0.0957,118.018,0.321,16
"19587",63,0.741,0.486,244910,0.419,0.096,-6.415,0.0563,119.065,0.227,6
"19588",51,0.0028699999999999,0.517,260094,0.561,0.556,-5.364,0.0351,139.959,0.149,11
"19589",58,0.214,0.483,224107,0.631,0.0974,-3.826,0.0356,117.993,0.212,7
"19590",47,0.00118,0.628,182000,0.974,0.061,-2.63,0.0492,104.983,0.301,7
"19591",59,0.514,0.743,268000,0.441,0.309,-11.169,0.0898,95.024,0.465,2
"19592",51,0.000783,0.564,231640,0.713,0.194,-10.409,0.0393,141.957,0.661,25
"19595",52,0.00904,0.514,260280,0.867,0.232,-4.717,0.0332,96.135,0.596,14
"19596",52,8.69e-05,0.551,204627,0.982,0.219,-5.208,0.0898,138.064,0.491,15
"19597",47,0.00528,0.612,247295,0.919,0.13,-4.923,0.0293,140.019,0.772,31
"19598",58,0.144,0.574,302453,0.799,0.114,-3.614,0.0231,91.656,0.446,17
"19599",52,0.00997,0.409,180442,0.595,0.233,-8.845,0.177,93.48,0.152,19
"19600",43,0.00288,0.717,220040,0.72,0.327,-5.983,0.0567,130.073,0.0714,8
"19601",53,7.85e-05,0.336,237507,0.807,0.142,-9.243,0.0622,160.359,0.726,6
"19602",52,0.00188,0.29,173634,0.906,0.344,-8.414,0.153,139.185,0.402,15
"19606",77,0.619,0.672,174358,0.588,0.0992,-9.573,0.133,169.033,0.204,10
"19607",51,0.000256,0.28,142947,0.976,0.215,-4.387,0.162,182.483,0.107,20
"19609",51,0.0001409999999999,0.458,206707,0.969,0.229,-4.046,0.105,127.116,0.291,10
"19610",44,0.0185,0.678,203120,0.765,0.308,-4.307,0.0384,131.993,0.568,12
"19612",51,8e-04,0.557,236293,0.979,0.0283,-4.69,0.113,136.011,0.229,18
"19614",44,0.182,0.683,201733,0.828,0.101,-5.479,0.0471,97.006,0.539,22
"19615",74,0.111,0.803,163525,0.599,0.236,-5.169,0.0985,130.107,0.484,9
"19616",44,0.0294,0.756,194192,0.598,0.27,-8.015,0.0303,87.02,0.71,10
"19618",64,0.272,0.666,209885,0.39,0.111,-8.575,0.0838,113.866,0.325,16
"19619",59,0.00025,0.56,221000,0.901,0.299,-4.481,0.032,132.009,0.807,15
"19620",57,0.0539,0.587,215933,0.739,0.049,-5.762,0.0365,100.005,0.549,11
"19621",51,0.952,0.404,294933,0.508,0.164,-5.893,0.0265,143.911,0.278,11
"19622",56,0.117,0.708,177517,0.507,0.101,-8.876,0.0549,76.757,0.543,26
"19623",48,0.00224,0.741,214307,0.657,0.0825,-9.589,0.0374,94.211,0.25,10
"19624",45,0.0079099999999999,0.62,176507,0.85,0.0769,-4.096,0.0327,107.982,0.715,7
"19625",47,0.0359,0.72,188293,0.562,0.126,-7.642,0.0367,98.943,0.393,9
"19626",71,0.0066599999999999,0.494,175093,0.939,0.139,-3.127,0.126,177.751,0.893,10
"19627",45,0.139,0.529,243787,0.561,0.0932,-5.577,0.034,141.957,0.139,21
"19628",52,0.0505,0.589,225333,0.669,0.131,-4.835,0.0253,92.06,0.421,10
"19629",44,0.000188,0.475,187427,0.923,0.277,-2.525,0.0526,132.051,0.436,15
"19630",56,0.0008869999999999,0.624,198542,0.916,0.0934,-4.931,0.0486,109.968,0.632,11
"19631",45,0.0336,0.562,143800,0.936,0.537,-7.8,0.0617,98.039,0.235,7
"19632",43,0.0214,0.703,279092,0.882,0.12,-5.146,0.0522,116.005,0.541,9
"19633",46,0.000486,0.558,195639,0.942,0.225,-5.571,0.0453,159.888,0.488,10
"19634",61,0.000246,0.345,227107,0.926,0.14,-4.444,0.159,154.892,0.214,20
"19635",49,0.00043,0.342,242720,0.792,0.111,-4.305,0.0424,115.012,0.331,20
"19636",47,0.00764,0.377,259773,0.903,0.109,-6.423,0.0739,195.909,0.353,5
"19638",58,0.00925,0.624,222040,0.803,0.613,-3.312,0.0382,97.027,0.899,7
"19640",58,0.05,0.528,247423,0.723,0.156,-4.015,0.0331,137.963,0.227,18
"19641",39,0.000198,0.451,202947,0.912,0.116,-6.281,0.0466,166.103,0.693,11
"19642",47,0.381,0.435,212000,0.37,0.496,-7.921,0.0737,85.141,0.296,15
"19643",43,0.0671,0.612,254014,0.863,0.11,-2.124,0.0379,87.031,0.618,11
"19644",51,0.000304,0.316,245880,0.748,0.608,-8.187,0.0413,79.337,0.256,18
"19645",41,0.0112,0.44,223213,0.865,0.222,-3.656,0.0394,151.907,0.623,24
"19646",48,0.0021899999999999,0.605,243800,0.789,0.127,-7.035,0.0338,136.041,0.434,7
"19647",44,0.899,0.651,283987,0.2,0.0726,-14.413,0.0359,121.044,0.238,25
"19648",56,0.0273,0.329,202333,0.812,0.099,-4.781,0.0827,112.07,0.213,7
"19649",37,0.277,0.654,235400,0.683,0.205,-4.069,0.0337,124.889,0.449,15
"19650",63,0.59,0.691,301427,0.805,0.0975,-6.81,0.0947,142.503,0.866,14
"19651",42,0.0044,0.322,220333,0.854,0.277,-5.782,0.0774,122.04,0.574,11
"19653",56,0.468,0.795,195320,0.811,0.0907,-4.376,0.157,142.974,0.451,6
"19654",64,0.315,0.429,293398,0.587,0.108,-4.588,0.0275,145.003,0.164,16
"19656",61,0.444,0.529,207462,0.322,0.305,-9.419,0.0436,59.521,0.319,16
"19657",62,0.00425,0.41,274800,0.539,0.117,-8.412,0.0302,138.852,0.141,19
"19658",54,0.0645,0.618,196791,0.498,0.291,-8.29,0.0259,80.055,0.818,5
"19659",63,0.0215,0.824,183973,0.738,0.0495,-5.431,0.0867,119.973,0.961,3
"19660",48,0.133,0.411,184440,0.702,0.0973,-4.702,0.0334,178.493,0.407,13
"19661",45,3.59e-06,0.434,183147,0.94,0.0959,-3.494,0.0546,91.012,0.497,22
"19663",41,0.000744,0.369,231133,0.96,0.381,-4.467,0.112,182.593,0.667,15
"19664",50,0.795,0.59,196867,0.408,0.108,-12.572,0.0357,110.083,0.499,18
"19665",52,8.46e-05,0.621,253387,0.967,0.12,-2.35,0.0692,112.017,0.315,18
"19666",53,0.000126,0.626,188600,0.791,0.439,-2.734,0.0721,133.204,0.433,13
"19667",41,9.27e-06,0.303,313267,0.925,0.0707,-7.33,0.0622,125.252,0.303,24
"19669",49,0.000474,0.409,203294,0.809,0.325,-4.584,0.104,149.77,0.648,8
"19670",57,0.0029,0.555,266960,0.682,0.0662,-5.711,0.0269,105.987,0.383,20
"19671",60,0.827,0.661,148253,0.368,0.111,-7.342,0.0727,112.891,0.211,6
"19672",67,0.00106,0.639,218827,0.837,0.0559,-10.011,0.0616,143.97,0.911,20
"19673",63,0.000413,0.502,219987,0.94,0.553,-5.178,0.084,119.762,0.144,4
"19675",64,0.511,0.699,237107,0.61,0.127,-9.308,0.0541,178.112,0.846,19
"19677",43,0.115,0.444,202385,0.886,0.164,-5.705,0.0335,141.957,0.736,9
"19678",58,0.0139,0.641,262107,0.732,0.062,-7.57,0.0795,92.057,0.763,9
"19679",43,0.234,0.401,228907,0.454,0.177,-7.448,0.0295,78.959,0.175,11
"19680",49,5.25e-05,0.401,299267,0.686,0.0791,-7.012,0.0405,141.957,0.395,14
"19682",62,0.00128,0.497,215827,0.738,0.0725,-4.09,0.0396,141.957,0.599,4
"19683",44,0.0994,0.583,198973,0.401,0.175,-7.345,0.0302,117.944,0.229,15
"19684",48,0.00976,0.62,380907,0.643,0.15,-5.808,0.0348,124.974,0.108,24
"19685",55,0.8,0.714,323667,0.59,0.111,-12.821,0.0304,130.71,0.784,4
"19686",45,9.7e-05,0.327,254347,0.793,0.107,-6.484,0.0367,164.262,0.174,11
"19687",50,0.00337,0.529,251733,0.836,0.0665,-4.595,0.0429,163.838,0.394,4
"19688",54,0.00106,0.573,259667,0.865,0.116,-6.097,0.104,178.115,0.616,20
"19689",48,0.446,0.652,151800,0.598,0.165,-5.908,0.0429,132.133,0.487,10
"19690",50,0.0203,0.813,292373,0.406,0.0757,-12.626,0.0662,122.658,0.755,15
"19691",52,0.00298,0.586,239853,0.954,0.723,-5.293,0.0492,107.087,0.84,11
"19692",56,0.00221,0.556,284760,0.996,0.265,-2.517,0.171,100.061,0.206,16
"19693",50,0.322,0.589,177855,0.313,0.105,-10.001,0.137,164.573,0.0905,12
"19694",45,0.373,0.548,248769,0.466,0.12,-4.39,0.0318,100.167,0.133,5
"19695",52,8.96e-06,0.268,175760,0.959,0.0775,-6.076,0.0914,163.116,0.466,27
"19696",56,0.0263,0.54,188333,0.78,0.35,-5.872,0.0418,144.011,0.514,9
"19698",58,0.0182,0.378,339493,0.596,0.144,-5.406,0.0323,135.968,0.172,22
"19699",63,0.000285,0.53,232640,0.988,0.222,-2.406,0.121,141.957,0.521,7
"19700",60,0.0681,0.765,246294,0.398,0.14,-8.993,0.037,141.957,0.348,14
"19701",50,0.0026,0.512,224237,0.672,0.254,-5.44,0.0279999999999999,166.004,0.552,9
"19702",61,0.31,0.725,114313,0.504,0.116,-3.544,0.0471,141.957,0.0723,5
"19703",55,0.0932,0.75,209467,0.62,0.0612,-8.72,0.0257,103.538,0.93,36
"19705",45,0.0679,0.588,224973,0.734,0.383,-7.115,0.0286,113,0.51,6
"19706",52,0.0919,0.301,254373,0.762,0.0822,-3.392,0.0402,161.864,0.223,33
"19707",47,0.47,0.525,216297,0.45,0.079,-12.195,0.048,114.163,0.212,12
"19709",45,0.825,0.327,292693,0.269,0.108,-12.912,0.0339,141.514,0.0857,11
"19710",53,0.0606,0.731,200240,0.772,0.212,-4.817,0.192,101.979,0.592,5
"19711",52,0.0349,0.621,283973,0.619,0.168,-9.047,0.0264,128.967,0.325,17
"19712",41,0.243,0.844,267578,0.558,0.0893,-11.416,0.153,90.888,0.353,12
"19713",65,0.123,0.223,280400,0.459,0.741,-9.327,0.0317,180.06,0.151,11
"19714",49,0.256,0.634,144200,0.733,0.394,-8.532,0.15,93.694,0.199,10
"19716",45,0.446,0.783,236000,0.557,0.138,-6.088,0.036,124.04,0.478,14
"19717",62,0.00116,0.607,404387,0.804,0.159,-5.209,0.0296,139.983,0.469,12
"19718",57,0.00362,0.429,305345,0.873,0.111,-6.121,0.0539,79.529,0.439,23
"19722",48,0.00243,0.579,236387,0.909,0.118,-2.977,0.0329,125.976,0.729,23
"19724",48,0.0399,0.508,276773,0.507,0.943,-8.046,0.0257,166.469,0.227,72
"19726",59,0.0481,0.672,287333,0.569,0.295,-6.319,0.0624,95.971,0.46,6
"19727",49,0.0199,0.751,195907,0.539,0.222,-8.792,0.0292,101.984,0.486,12
"19728",64,0.151,0.385,305093,0.482,0.101,-6.757,0.0311,78.495,0.322,15
"19730",45,0.000135,0.677,259253,0.78,0.111,-8.662,0.0676,120.122,0.567,53
"19731",49,0.00121,0.688,215730,0.557,0.26,-11.458,0.0694,89.003,0.0696,13
"19732",49,0.62,0.518,313671,0.959,0.0831,-7.596,0.157,149.722,0.341,5
"19733",41,0.000188,0.442,212787,0.99,0.24,-3.843,0.16,141.957,0.04,4
"19734",45,0.0002189999999999,0.377,244520,0.963,0.251,-4.622,0.121,108.12,0.18,6
"19735",73,2.86e-05,0.516,301920,0.906,0.105,-4.525,0.0658,116.775,0.728,23
"19736",49,0.325,0.588,269307,0.488,0.18,-8.462,0.03,104.717,0.328,15
"19737",50,0.0769,0.394,256253,0.663,0.239,-6.619,0.0295,141.957,0.737,9
"19738",45,0.101,0.442,250827,0.716,0.175,-7.047,0.0687,80.876,0.275,10
"19739",47,0.174,0.564,244362,0.351,0.106,-8.957,0.0264,139.98,0.168,22
"19741",55,0.0316,0.791,212869,0.916,0.0318,-4.364,0.0676,100.003,0.537,14
"19742",55,0.0558,0.53,258896,0.593,0.0962,-8.198,0.144,85.031,0.363,15
"19743",52,0.000156,0.487,252000,0.954,0.197,-2.985,0.113,160.092,0.59,18
"19744",41,0.227,0.661,164364,0.372,0.101,-10.456,0.0546,82.486,0.363,8
"19745",45,0.0276,0.597,261880,0.834,0.174,-4.307,0.0301,115.981,0.52,29
"19746",41,2.5e-05,0.348,206133,0.963,0.276,-4.078,0.0845,148.258,0.138,16
"19748",61,0.00563,0.411,363853,0.893,0.149,-3.646,0.139,170.407,0.513,7
"19749",44,0.0235,0.452,204333,0.552,0.338,-9.389,0.0986,141.957,0.579,9
"19750",45,0.0111,0.47,284528,0.912,0.35,-3.961,0.111,137.979,0.325,7
"19751",45,0.0309,0.55,128400,0.965,0.11,-3.819,0.0679,140.344,0.601,11
"19752",52,0.00039,0.365,245973,0.538,0.198,-6.951,0.035,79.863,0.314,5
"19753",58,0.814,0.555,316440,0.306,0.187,-8.766,0.0311,110.511,0.272,12
"19754",48,0.0851,0.438,208707,0.732,0.0948,-4.767,0.0421,167.94,0.496,13
"19755",58,0.869,0.664,148187,0.307,0.107,-10.14,0.0325,128.029,0.193,17
"19756",41,0.0144,0.541,210333,0.809,0.348,-4.522,0.0257,92.013,0.398,4
"19757",47,0.284,0.541,290853,0.804,0.709,-6.444,0.0471,140.628,0.543,31
"19759",56,0.0259,0.38,203813,0.438,0.154,-5.526,0.0962,179.404,0.349,14
"19761",56,8.36e-05,0.26,146623,0.985,0.367,-3.704,0.063,103.54,0.292,12
"19763",56,0.882,0.429,293973,0.093,0.111,-15.944,0.0433,129.661,0.208,11
"19764",49,0.0827,0.715,268040,0.641,0.122,-7.008,0.0391,141.957,0.222,10
"19765",44,0.0105,0.491,211511,0.839,0.161,-5.928,0.0386,172.119,0.519,4
"19768",46,2.49e-05,0.495,213213,0.954,0.126,-3.612,0.0493,97.481,0.491,28
"19769",48,0.0174,0.723,233173,0.925,0.266,-4.474,0.03,141.957,0.724,12
"19770",46,0.182,0.388,279173,0.888,0.961,-3.169,0.0402,83.447,0.432,14
"19771",66,0.227,0.695,167680,0.746,0.254,-3.952,0.0482,91.698,0.576,24
"19772",51,0.00317,0.582,254360,0.814,0.209,-6.153,0.0684,170.02,0.331,7
"19773",39,4.73e-05,0.56,210661,0.966,0.179,-1.018,0.0353,130.968,0.468,26
"19775",47,0.708,0.393,200001,0.365,0.116,-9.918,0.0857,90.064,0.294,10
"19777",46,0.691,0.494,354873,0.344,0.126,-9.379,0.0532,113.822,0.329,7
"19779",46,0.0076,0.617,202520,0.648,0.0405,-7.593,0.0301,141.957,0.467,21
"19780",49,0.000132,0.544,176947,0.895,0.147,-6.207,0.0522,98.128,0.875,11
"19781",47,2.92e-05,0.198,226360,0.94,0.105,-4.687,0.0686,121.813,0.179,15
"19783",52,0.0771,0.708,216160,0.478,0.132,-8.467,0.0415,90.996,0.154,6
"19785",45,0.0584,0.499,217261,0.302,0.0786,-10.898,0.0536,125.065,0.467,27
"19786",42,0.0084599999999999,0.209,241053,0.935,0.242,-3.671,0.158,199.509,0.433,52
"19787",67,0.000696,0.518,238173,0.797,0.107,-5.153,0.0309,132.915,0.293,8
"19788",53,0.00326,0.426,234693,0.884,0.0903,-6.279,0.0365,157.811,0.852,12
"19790",54,0.000938,0.562,219560,0.832,0.063,-5.26,0.0499,141.957,0.685,12
"19792",52,0.457,0.562,216653,0.537,0.405,-6.58,0.027,78.996,0.362,35
"19793",48,0.0164,0.625,200467,0.85,0.105,-3.776,0.0294,108.997,0.736,5
"19794",48,0.879,0.694,272718,0.364,0.0918,-7.978,0.121,141.957,0.565,4
"19795",45,0.53,0.272,248640,0.466,0.119,-7.79,0.0297,82.514,0.277,26
"19796",46,0.000401,0.475,134907,0.872,0.118,-2.673,0.0415,154.569,0.284,5
"19798",63,0.0033799999999999,0.577,215520,0.827,0.26,-7.54,0.0365,101.031,0.179,10
"19799",47,0.000484,0.459,210895,0.955,0.33,-2.723,0.137,141.957,0.337,7
"19800",51,0.000121,0.498,213000,0.946,0.359,-4.793,0.0602,106.275,0.31,15
"19801",48,0.51,0.324,285493,0.802,0.0868,-5.912,0.0673,79.67,0.296,18
"19802",65,0.0492,0.755,266600,0.553,0.0646,-9.449,0.107,119.7,0.836,21
"19803",42,0.493,0.335,208000,0.475,0.11,-7.946,0.0961,179.919,0.0683,47
"19804",45,0.359,0.464,226973,0.811,0.29,-2.979,0.0297,141.957,0.374,11
"19806",53,0.67,0.321,264390,0.389,0.0926,-8.909,0.0498,127.778,0.128,24
"19808",29,0.0759,0.366,402160,0.799,0.928,-9.989,0.0755,141.957,0.183,38
"19809",49,0.00993,0.502,229404,0.975,0.874,-5.59,0.133,141.957,0.491,6
"19810",48,0.143,0.766,190467,0.855,0.108,-6.37,0.154,141.957,0.227,84
"19811",48,0.0579,0.547,239507,0.741,0.215,-5.524,0.0349,108.856,0.433,11
"19813",52,0.245,0.876,127335,0.807,0.125,-4.466,0.18,135.754,0.691,10
"19814",48,0.0254,0.532,256587,0.739,0.0498,-4.066,0.0325,145.031,0.295,15
"19815",65,0.0716,0.71,217813,0.71,0.206,-2.474,0.0579,169.944,0.7,10
"19816",60,0.983,0.544,204773,0.241,0.101,-14.779,0.03,109.437,0.359,27
"19817",50,0.00481,0.586,349680,0.858,0.238,-5.254,0.0313,122.996,0.278,6
"19818",61,0.00326,0.541,197800,0.916,0.0967,-5.964,0.0612,156.015,0.627,21
"19819",49,0.0005059999999999,0.441,253760,0.943,0.122,-4.996,0.138,177.971,0.142,16
"19820",59,0.0285,0.628,289853,0.841,0.254,-4.583,0.0268,141.957,0.706,14
"19822",56,0.00013,0.515,267680,0.883,0.0751,-4.823,0.0342,152.03,0.669,11
"19824",45,0.0764,0.491,349600,0.628,0.0618,-4.579,0.0347,163.619,0.714,13
"19825",52,1.04e-05,0.417,205493,0.813,0.34,-6.084,0.0345,128.13,0.599,5
"19826",50,0.00624,0.607,262333,0.89,0.14,-3.148,0.0504,115.941,0.671,12
"19827",45,0.77,0.478,246000,0.433,0.219,-7.16,0.0328,147.918,0.31,15
"19828",51,0.0712,0.671,247507,0.763,0.171,-6.078,0.0434,120.013,0.304,9
"19829",44,6.3e-05,0.495,205093,0.943,0.168,-3.884,0.104,116.07,0.357,12
"19830",46,0.377,0.575,141227,0.843,0.142,-3.806,0.0464,82.076,0.659,31
"19831",57,0.00645,0.347,272867,0.576,0.342,-4.701,0.0322,137.622,0.139,18
