"","popularity","acousticness","danceability","duration_ms","energy","liveness","loudness","speechiness","tempo","valence","length_title"
"19832",46,0.00182,0.372,215160,0.752,0.111,-3.389,0.0353,149.786,0.308,10
"19834",47,0.000193,0.333,242440,0.883,0.313,-4.486,0.0403,148.818,0.673,25
"19835",46,0.667,0.566,241547,0.361,0.14,-10.531,0.0417,141.907,0.369,18
"19838",45,0.9,0.386,231867,0.182,0.0959,-10.189,0.0332,118.497,0.152,26
"19839",43,0.723,0.354,286680,0.267,0.107,-10.051,0.0357,86.167,0.461,15
"19840",44,0.0182,0.57,228480,0.894,0.0881,-3.851,0.0369,124.102,0.31,14
"19842",61,0.242,0.755,200213,0.898,0.144,-2.051,0.0323,119.756,0.966,27
"19843",48,0.305,0.709,230480,0.367,0.0896,-9.302,0.0904,113.152,0.157,9
"19845",46,0.191,0.612,265813,0.842,0.106,-5.555,0.0669,103.649,0.554,12
"19847",44,0.0201,0.396,323467,0.789,0.0762,-8.245,0.0303,169.985,0.458,39
"19849",65,0.0037799999999999,0.532,236907,0.633,0.0804,-5.106,0.0682,164.13,0.448,13
"19850",51,0.0522,0.164,360680,0.792,0.0435,-4.281,0.0459,141.957,0.314,16
"19852",55,0.00179,0.513,183813,0.83,0.0512,-4.711,0.0721,82.982,0.704,11
"19853",49,0.116,0.426,299333,0.534,0.188,-7.477,0.0295,119.306,0.133,19
"19854",50,0.71,0.401,252000,0.295,0.0689,-14.297,0.0298,79.997,0.06,8
"19855",50,0.0016899999999999,0.505,191373,0.757,0.337,-5.443,0.0829,83.212,0.556,7
"19856",64,0.0605,0.591,193107,0.831,0.19,-5.647,0.0415,144.084,0.705,4
"19857",57,0.0978,0.53,222282,0.864,0.153,-3.323,0.0557,153.314,0.85,17
"19858",73,5.54e-05,0.521,322340,0.895,0.0985,-5.242,0.0442,120.117,0.237,11
"19859",43,0.0446,0.47,242147,0.552,0.641,-6.885,0.0272,106.92,0.206,9
"19860",50,5.59e-05,0.469,216307,0.978,0.294,-4.399,0.0628,90.994,0.413,14
"19861",60,0.14,0.689,237000,0.398,0.128,-6.704,0.0274,105.005,0.643,24
"19862",59,0.131,0.745,218213,0.682,0.119,-5.85,0.0964,135.065,0.198,13
"19866",56,0.0783,0.413,215000,0.942,0.689,-2.871,0.0453,123.085,0.759,14
"19867",57,0.618,0.819,251433,0.363,0.103,-9.466,0.17,96.001,0.55,10
"19868",45,0.0512,0.667,284547,0.782,0.645,-7.681,0.0318,132.983,0.886,18
"19869",45,0.116,0.59,297893,0.229,0.0854,-13.174,0.0301,96.856,0.168,19
"19870",43,0.195,0.522,241747,0.857,0.204,-6.511,0.0384,157.878,0.601,22
"19871",43,0.0051,0.596,191973,0.873,0.138,-3.398,0.0395,101.016,0.44,5
"19872",72,0.00131,0.615,193893,0.949,0.0585,-3.52,0.0549,131.985,0.586,7
"19873",43,0.11,0.512,275533,0.793,0.342,-6.124,0.0381,108.052,0.268,8
"19874",49,1.94e-05,0.279,190107,0.987,0.12,-4.578,0.0992,85.629,0.22,8
"19875",44,0.689,0.44,394947,0.313,0.219,-8.744,0.0506,137.418,0.219,79
"19876",43,0.000687,0.687,284347,0.638,0.111,-10.087,0.0342,118.996,0.179,8
"19877",58,0.698,0.374,93473,0.189,0.142,-9.678,0.0335,126.837,0.114,10
"19879",56,0.664,0.669,192280,0.284,0.0659,-12.594,0.0693,79.943,0.178,9
"19880",51,0.152,0.555,238600,0.726,0.148,-8.939,0.0368,107.719,0.505,19
"19881",62,0.00357,0.376,176200,0.787,0.552,-4.731,0.0395,141.957,0.372,4
"19882",48,0.000293,0.685,140480,0.675,0.0457,-5.806,0.0372,121.33,0.874,10
"19883",46,0.0192,0.572,211966,0.967,0.157,-5.586,0.0535,134.982,0.507,19
"19885",56,0.285,0.598,218587,0.547,0.0891,-5.93,0.0232,77.969,0.25,7
"19886",55,1.17e-05,0.213,238907,0.91,0.222,-3.346,0.0722,81.199,0.389,5
"19887",49,0.00209,0.429,311867,0.949,0.187,-5.447,0.0877,139.949,0.402,23
"19888",48,0.000315,0.47,239800,0.687,0.127,-6.338,0.0276,87.995,0.346,15
"19889",45,0.0023899999999999,0.619,219560,0.857,0.168,-5.38,0.067,142.84,0.435,21
"19890",39,0.052,0.49,237733,0.852,0.127,-4.546,0.0299,85.799,0.465,23
"19891",50,0.581,0.64,274714,0.468,0.324,-9.358,0.0999,76.061,0.493,6
"19892",52,0.00999,0.322,200039,0.968,0.445,-5.59,0.106,115.565,0.316,6
"19893",49,0.000913,0.606,250293,0.332,0.151,-12.715,0.0324,126.625,0.0796,30
"19894",56,0.22,0.527,210972,0.762,0.0764,-3.36,0.078,82.464,0.564,10
"19895",43,0.0002399999999999,0.411,201827,0.813,0.275,-3.419,0.0598,168.034,0.643,14
"19896",63,0.514,0.458,342493,0.486,0.574,-8.147,0.0258,141.957,0.363,38
"19898",59,0.0216,0.473,198507,0.871,0.0525,-4.893,0.0456,146.975,0.47,13
"19899",51,0.638,0.803,200358,0.513,0.109,-10.776,0.0514,110.024,0.758,12
"19901",46,0.227,0.742,195333,0.575,0.176,-5.55,0.0487,76.494,0.583,15
"19902",64,0.00818,0.64,289600,0.818,0.275,-4.61,0.0456,137.003,0.763,5
"19903",53,0.162,0.664,205613,0.621,0.353,-6.521,0.0671,89.566,0.489,9
"19904",41,0.0251,0.482,194867,0.773,0.331,-7.755,0.0467,169.102,0.508,14
"19905",62,0.0717,0.816,150133,0.433,0.12,-6.372,0.177,129.852,0.713,11
"19906",52,0.0374,0.567,261502,0.654,0.273,-7.965,0.034,120.024,0.31,26
"19907",72,1.51e-05,0.689,233867,0.739,0.064,-5.81,0.026,120.423,0.578,18
"19908",48,0.00251,0.139,115040,0.795,0.614,-12.428,0.0581,82.083,0.0754,10
"19909",45,0.000225,0.556,193200,0.9,0.482,-5.955,0.0423,130.384,0.666,7
"19910",48,0.674,0.457,154667,0.268,0.11,-14.371,0.0319,117.141,0.348,8
"19911",59,0.296,0.775,233200,0.451,0.123,-9.164,0.0567,92.986,0.559,24
"19912",53,0.978,0.484,162413,0.262,0.117,-13.286,0.0263,98.516,0.332,16
"19913",45,0.00656,0.582,178253,0.749,0.21,-5.691,0.0384,81.01,0.507,6
"19915",47,0.0198,0.547,232973,0.575,0.205,-6.282,0.0258,143.752,0.311,27
"19916",57,0.000293,0.595,214533,0.878,0.174,-4.341,0.0401,93.94,0.465,20
"19917",50,0.263,0.601,293773,0.735,0.11,-8.321,0.0255,102.891,0.505,16
"19918",56,0.000651,0.2,184427,0.863,0.339,-3.424,0.0626,93.977,0.468,23
"19919",59,2.14e-05,0.559,205973,0.847,0.217,-6.357,0.0899,124.05,0.403,18
"19920",56,0.128,0.334,257567,0.497,0.0803,-7.129,0.0363,143.742,0.164,27
"19921",53,0.000321,0.453,319187,0.959,0.132,-6.121,0.119,139.997,0.204,12
"19923",43,6.57e-05,0.481,238600,0.966,0.0458,-3.149,0.0497,100.824,0.504,7
"19924",46,0.871,0.419,285573,0.283,0.095,-13.065,0.0292,149.974,0.194,11
"19925",69,0.00039,0.309,261813,0.919,0.423,-3.131,0.0609,103.891,0.322,14
"19927",47,0.537,0.338,314753,0.456,0.0925,-10.008,0.027,171.819,0.347,14
"19928",48,0.0123,0.501,320027,0.756,0.967,-6.208,0.0376,104.035,0.293,30
"19929",56,0.00966,0.539,226207,0.91,0.0893,-5.36,0.114,87.01,0.394,20
"19930",49,0.0015,0.351,103640,0.958,0.144,-4.761,0.108,101.515,0.545,19
"19932",46,0.199,0.75,213453,0.775,0.0579999999999999,-4.384,0.0536,104.924,0.726,10
"19933",51,0.00647,0.427,189360,0.913,0.471,-5.545,0.0806,124.421,0.47,14
"19934",63,0.0247,0.661,204960,0.978,0.0856,-3.064,0.107,98.019,0.592,11
"19935",44,0.0653,0.316,332307,0.757,0.183,-5.07,0.0313,131.444,0.113,17
"19936",48,0.000215,0.576,219627,0.837,0.191,-5.877,0.0326,118.974,0.419,12
"19937",50,4.47e-05,0.516,241347,0.966,0.302,-3.223,0.0765,116.993,0.414,15
"19938",48,0.0111,0.457,264800,0.874,0.0797,-3.059,0.0482,114.797,0.423,18
"19939",55,0.386,0.475,323947,0.385,0.0968,-9.966,0.0279999999999999,99.997,0.0845,8
"19940",66,0.0123,0.602,292267,0.916,0.133,-5.418,0.0399,101.212,0.549,39
"19942",42,0.0142,0.371,236440,0.799,0.11,-5.418,0.0336,172.05,0.503,15
"19945",64,5.63e-05,0.579,246600,0.865,0.649,-4.692,0.0302,104.99,0.358,11
"19947",43,0.00807,0.529,226480,0.9,0.114,-4.941,0.0426,141.957,0.479,15
"19948",58,0.796,0.566,258067,0.385,0.103,-11.272,0.0304,114.227,0.571,13
"19949",45,0.00492,0.473,161100,0.745,0.105,-4.819,0.0321,97.449,0.405,11
"19950",54,0.522,0.48,224947,0.5,0.193,-6.202,0.0279999999999999,149.957,0.41,25
"19952",56,0.0022,0.263,151733,0.89,0.306,-2.913,0.177,190.389,0.286,9
"19953",44,0.602,0.573,167053,0.352,0.229,-9.31,0.0419,141.957,0.624,6
"19954",54,0.00215,0.707,227882,0.925,0.0617,-3.067,0.0362,110.012,0.583,4
"19955",48,0.171,0.573,274323,0.746,0.276,-4.921,0.0286,130.004,0.271,4
"19956",42,0.0546,0.636,257893,0.842,0.852,-4.778,0.0277,90.027,0.424,21
"19960",51,0.00252,0.412,197000,0.88,0.09,-9.001,0.045,105.241,0.234,6
"19961",55,0.165,0.716,186107,0.736,0.0746,-3.761,0.0363,98.005,0.945,10
"19962",44,0.00232,0.326,382240,0.603,0.0573,-6.933,0.0276,77.914,0.17,12
"19963",46,0.472,0.712,245600,0.338,0.0885,-9.01,0.0388,85.012,0.324,9
"19964",48,0.000249,0.371,180160,0.851,0.0951,-3.712,0.125,104.033,0.515,7
"19965",55,0.0263,0.655,133667,0.805,0.28,-6.493,0.0335,141.957,0.701,7
"19966",43,0.0004349999999999,0.366,210213,0.951,0.724,-3.649,0.165,176.949,0.18,4
"19970",56,0.0237,0.711,342973,0.816,0.294,-6.397,0.0515,96.999,0.861,33
"19974",50,0.00915,0.667,265733,0.721,0.105,-7.17,0.0329,110.094,0.567,39
"19975",49,0.401,0.396,241747,0.704,0.599,-6.904,0.0717,89.371,0.333,12
"19976",71,0.0466,0.58,208960,0.702,0.536,-5.565,0.0337,105.076,0.299,8
"19977",50,0.0247,0.541,195160,0.628,0.264,-5.584,0.0296,160.051,0.535,19
"19978",64,0.0438,0.676,233268,0.731,0.624,-5.253,0.0368,141.957,0.812,7
"19979",49,0.698,0.357,244253,0.312,0.726,-4.19,0.0355,85.058,0.375,86
"19980",47,0.00251,0.44,138040,0.902,0.0545,-5.48,0.0472,141.957,0.646,29
"19982",48,0.123,0.77,263173,0.675,0.202,-5.979,0.0576,94.984,0.394,25
"19983",53,0.726,0.542,231374,0.491,0.302,-6.457,0.0314,118.605,0.641,18
"19984",59,0.749,0.511,183283,0.441,0.123,-10.264,0.0563,125.117,0.382,9
"19985",48,0.00742,0.526,181360,0.94,0.268,-3.864,0.066,99.059,0.574,6
"19986",45,0.000234,0.576,213774,0.981,0.126,-5.659,0.0969,115.015,0.265,12
"19987",51,0.443,0.214,216000,0.514,0.113,-6.57,0.0399,74.997,0.199,36
"19988",48,1.08e-05,0.469,172733,0.977,0.591,-3.535,0.0506,95.009,0.333,11
"19989",47,0.14,0.657,205133,0.765,0.268,-5.403,0.0444,100.045,0.594,16
"19990",47,0.000999,0.679,201122,0.946,0.0479,-5.001,0.111,99.994,0.595,8
"19991",42,0.597,0.633,117973,0.623,0.0428,-7.895,0.0498,140.518,0.924,7
"19992",51,0.000559,0.519,240640,0.724,0.12,-7.301,0.0303,135.051,0.467,8
"19993",63,0.472,0.757,200865,0.614,0.161,-6.828,0.126,90.523,0.616,38
"19995",49,0.000755,0.498,195703,0.936,0.0473,-3.893,0.0974,171.083,0.609,12
"19996",81,0.0103,0.542,216933,0.853,0.108,-6.407,0.0498,105.256,0.37,10
"19998",54,0.277,0.532,361188,0.537,0.191,-6.889,0.0291,139.997,0.154,11
"19999",70,0.0226,0.76,245000,0.891,0.298,-5.852,0.0372,120.265,0.966,4
"20000",53,6.44e-05,0.306,278760,0.555,0.12,-9.958,0.0312,134.815,0.377,35
"20001",50,0.00148,0.435,236755,0.988,0.247,-3.161,0.114,164.057,0.0952,16
"20002",46,0.000123,0.447,227707,0.981,0.0806,-3.756,0.078,128.565,0.524,13
"20003",46,0.152,0.742,238493,0.834,0.0671,-4.622,0.0267,110.019,0.781,18
"20004",42,0.429,0.685,216726,0.86,0.778,-4.71,0.181,129.994,0.378,14
"20005",51,0.0843,0.444,300200,0.731,0.0779,-6.472,0.0376,77.979,0.248,16
"20006",47,0.166,0.543,242666,0.744,0.146,-5.907,0.0306,136.894,0.595,21
"20007",52,0.0293,0.52,217853,0.776,0.106,-4.787,0.0339,144.992,0.502,8
"20010",42,0.829,0.562,382560,0.282,0.33,-9.772,0.0312,146.58,0.156,9
"20011",43,0.136,0.79,235800,0.879,0.0845,-5.698,0.0371,116.992,0.963,10
"20012",50,0.205,0.732,176600,0.516,0.129,-5.693,0.0418,125.958,0.818,17
"20013",47,0.442,0.621,168863,0.423,0.104,-7.223,0.0428,122.142,0.667,9
"20015",37,0.238,0.618,205587,0.727,0.103,-6.068,0.036,116.907,0.599,20
"20016",53,0.896,0.575,243867,0.202,0.139,-11.926,0.0317,149.509,0.284,9
"20018",58,0.246,0.678,213973,0.893,0.268,-3.95,0.0452,129.579,0.959,37
"20019",52,0.00739,0.632,187412,0.574,0.101,-5.608,0.0276,84.974,0.63,22
"20020",42,0.0762,0.7,205067,0.597,0.345,-6.812,0.0438,141.957,0.171,5
"20021",20,0.331,0.52,198053,0.621,0.0877,-4.48,0.0336,141.847,0.385,11
"20022",53,0.00769,0.557,181400,0.909,0.317,-3.405,0.0423,152.13,0.857,23
"20023",42,0.794,0.59,239227,0.216,0.111,-13.796,0.0355,141.453,0.39,33
"20024",43,0.0223,0.572,194587,0.882,0.0742,-4.224,0.0376,129.082,0.675,22
"20025",51,0.734,0.703,230440,0.408,0.0974,-8.146,0.0306,125.949,0.434,25
"20026",67,0.146,0.55,307493,0.726,0.428,-8.51,0.0516,92.697,0.37,27
"20027",37,0.681,0.515,231933,0.372,0.104,-8.283,0.0295,125.914,0.211,13
"20028",51,0.105,0.664,160071,0.65,0.434,-5.494,0.0408,141.957,0.84,11
"20029",36,0.0588,0.663,253760,0.856,0.0638,-4.855,0.0534,92.047,0.871,18
"20030",45,0.735,0.665,199000,0.205,0.105,-13.02,0.0329,77.982,0.362,9
"20031",47,0.6,0.626,164750,0.562,0.173,-7.321,0.0225,97.933,0.506,36
"20032",45,0.00746,0.621,230640,0.802,0.0677,-6.717,0.0315,141.612,0.81,11
"20033",36,0.158,0.633,220360,0.867,0.339,-5.394,0.0421,114.532,0.78,20
"20034",70,0.208,0.6,167427,0.808,0.196,-4.679,0.0403,172.016,0.809,24
"20035",56,0.567,0.553,260933,0.449,0.0892,-11.722,0.0292,88.788,0.423,4
"20036",54,0.753,0.637,220573,0.279,0.256,-14.22,0.031,133.369,0.715,14
"20037",52,0.0401,0.533,331800,0.783,0.109,-4.992,0.0314,109.899,0.702,15
"20039",48,0.726,0.456,379333,0.251,0.108,-11.608,0.0292,74.907,0.216,38
"20040",40,0.00454,0.867,219733,0.671,0.096,-4.87,0.169,105.027,0.228,49
"20041",51,0.157,0.567,196027,0.513,0.0569,-13.422,0.124,111.359,0.557,53
"20042",53,0.027,0.516,231720,0.676,0.122,-3.187,0.0372,141.957,0.355,13
"20043",37,0.0122,0.504,232506,0.835,0.353,-6.271,0.0382,141.957,0.477,17
"20044",43,0.29,0.551,278279,0.645,0.0819999999999999,-7.667,0.103,120.401,0.258,7
"20045",54,0.811,0.644,208346,0.417,0.144,-8.187,0.0268,118.53,0.311,7
"20046",56,0.0892,0.537,273480,0.788,0.164,-5.557,0.0362,161.991,0.727,21
"20047",40,0.212,0.463,241053,0.722,0.177,-6.697,0.0362,163.958,0.543,18
"20048",39,0.15,0.505,238013,0.562,0.15,-7.896,0.0272,88.174,0.558,18
"20049",51,0.22,0.621,227640,0.469,0.067,-10.438,0.0267,144.665,0.511,17
"20050",39,0.0355,0.344,267880,0.717,0.128,-6.103,0.0647,193.762,0.204,12
"20051",41,0.113,0.408,220560,0.731,0.138,-7.171,0.0359,153.813,0.326,15
"20052",53,0.135,0.678,196933,0.621,0.207,-13.454,0.0537,120.7,0.804,26
"20053",49,0.553,0.555,296147,0.734,0.873,-8.913,0.0517,141.957,0.737,44
"20054",51,0.0111,0.475,170547,0.88,0.161,-3.572,0.0374,167.996,0.403,25
"20055",45,0.0045,0.644,181760,0.9,0.159,-6.133,0.098,132.004,0.607,16
"20056",47,0.647,0.463,225720,0.418,0.12,-5.178,0.0258,156.076,0.272,5
"20057",37,0.657,0.454,289867,0.284,0.108,-15.105,0.0314,141.957,0.24,25
"20058",37,0.0543,0.558,184274,0.855,0.11,-4.998,0.0593,82.043,0.756,54
"20059",44,0.0264,0.58,248867,0.753,0.0561,-5.265,0.0958,147.883,0.909,18
"20060",58,0.0237,0.61,205267,0.714,0.367,-6.485,0.0247,108.961,0.832,10
"20061",43,0.0717,0.729,243250,0.831,0.36,-5.038,0.117,140.121,0.69,7
"20062",37,0.41,0.746,177107,0.697,0.189,-6.979,0.0296,115.252,0.748,13
"20063",49,0.774,0.436,215827,0.436,0.0969,-6.781,0.0271,167.336,0.368,10
"20064",37,0.0334,0.515,204267,0.54,0.102,-6.769,0.0281,141.887,0.269,12
"20065",54,0.00386,0.668,204012,0.716,0.166,-7.688,0.11,129.966,0.308,18
"20066",41,0.369,0.539,250627,0.601,0.337,-12.138,0.0393,105.354,0.519,31
"20067",42,0.0336,0.652,223773,0.574,0.166,-6.15,0.0276,83.054,0.503,14
"20069",55,0.0232,0.623,238627,0.797,0.259,-5.331,0.0297,119.966,0.601,20
"20070",51,0.722,0.391,185010,0.392,0.0983,-14.783,0.033,144.014,0.155,16
"20071",69,0.0189,0.717,205000,0.796,0.19,-3.677,0.0303,105.017,0.942,9
"20073",66,0.0484,0.573,188999,0.824,0.335,-4.443,0.0373,90.966,0.668,8
"20075",65,0.0592,0.489,190173,0.641,0.0857,-4.455,0.0282,136.095,0.303,18
"20077",52,0.634,0.544,161800,0.333,0.102,-11.028,0.0272,134.638,0.183,12
"20078",67,0.197,0.596,190587,0.855,0.11,-2.255,0.0474,172.082,0.811,16
"20079",59,0.044,0.472,187613,0.866,0.213,-3.771,0.0413,163.867,0.775,18
"20080",39,0.312,0.585,146893,0.535,0.08,-11.79,0.0442,202.063,0.85,18
"20081",47,0.0817,0.657,228827,0.736,0.302,-7.73,0.0766,113.96,0.378,1
"20082",38,0.0484,0.612,210347,0.876,0.205,-6.439,0.037,156.02,0.634,14
"20083",1,0.00992,0.625,222234,0.883,0.0718,-4.771,0.0459,124.017,0.663,15
"20084",51,0.85,0.472,174827,0.338,0.0761,-11.196,0.0273,85.66,0.522,19
"20086",35,0.0197,0.458,271800,0.867,0.877,-6.612,0.0462,143.798,0.527,19
"20087",37,0.261,0.7,176747,0.692,0.239,-4.514,0.0303,91.011,0.822,10
"20089",41,0.401,0.558,206289,0.697,0.366,-5.584,0.0389,141.957,0.416,11
"20090",45,0.553,0.719,154960,0.757,0.113,-5.32,0.0332,124.716,0.817,16
"20094",36,0.525,0.709,191520,0.606,0.381,-7.861,0.0278,141.957,0.739,15
"20095",53,0.14,0.634,170000,0.822,0.151,-4.839,0.032,97.025,0.737,17
"20096",51,0.0142,0.644,172147,0.743,0.286,-5.747,0.0287,95.999,0.828,9
"20097",71,0.0293,0.645,225560,0.904,0.0834,-4.532,0.0462,105.97,0.671,30
"20099",36,0.0499,0.581,202973,0.819,0.274,-5.309,0.0367,124.049,0.402,7
"20100",35,0.864,0.471,189907,0.37,0.126,-12.624,0.0274,151.721,0.374,20
"20101",56,0.512,0.75,174667,0.451,0.272,-13.355,0.048,95.483,0.743,18
"20102",39,0.224,0.693,158733,0.572,0.158,-9.454,0.0329,139.741,0.894,13
"20103",43,0.794,0.46,169400,0.285,0.197,-11.168,0.0254,97.426,0.397,27
"20104",37,0.00878,0.49,263800,0.286,0.15,-9.144,0.0289,106.853,0.199,10
"20105",44,0.207,0.818,199770,0.952,0.155,-4.207,0.104,130.443,0.325,31
"20106",48,0.68,0.584,293413,0.481,0.0929,-8.121,0.0368,141.957,0.32,23
"20107",39,0.71,0.691,133293,0.584,0.272,-5.585,0.0325,122.065,0.67,16
"20108",37,0.952,0.508,352160,0.295,0.385,-7.951,0.0414,118.64,0.219,16
"20109",69,0.365,0.467,287267,0.622,0.0982,-7.255,0.031,141.957,0.455,19
"20110",37,0.69,0.549,240027,0.568,0.238,-5.014,0.0291,139.963,0.186,34
"20111",41,0.586,0.718,189253,0.761,0.086,-6.835,0.0276,106.966,0.745,17
"20112",43,0.81,0.594,166533,0.344,0.0875,-9.818,0.0304,105.181,0.431,36
"20113",38,0.0383,0.594,209877,0.735,0.13,-5.408,0.0518,121.947,0.752,18
"20114",43,0.00497,0.602,148364,0.432,0.0775,-5.322,0.0793,165.972,0.359,20
"20115",55,0.113,0.554,171120,0.882,0.184,-3.71,0.0399,151.981,0.846,10
"20116",45,0.0795,0.666,221493,0.735,0.0996,-6.086,0.0439,100.161,0.562,38
"20117",44,0.772,0.568,321373,0.0985,0.0917,-15.643,0.0322,132.77,0.194,23
"20118",54,0.122,0.506,247067,0.563,0.302,-6.881,0.0284,137.177,0.246,28
"20119",43,0.847,0.452,284040,0.235,0.135,-10.178,0.0435,118.097,0.0654,6
"20120",38,0.248,0.59,212584,0.877,0.894,-4.411,0.126,78.023,0.926,37
"20121",35,0.19,0.525,285307,0.707,0.946,-7.936,0.0647,141.591,0.332,29
"20122",64,0.101,0.556,190640,0.873,0.176,-5.056,0.0348,104.986,0.48,10
"20123",35,0.312,0.599,208893,0.713,0.201,-4.308,0.0268,81.068,0.355,15
"20124",40,0.788,0.641,285413,0.355,0.168,-10.061,0.0329,79.359,0.311,23
"20125",56,0.349,0.446,245693,0.519,0.249,-7.585,0.0274,151.267,0.383,20
"20126",48,0.337,0.515,163307,0.872,0.09,-9.533,0.0479,172.981,0.819,22
"20127",48,0.0386,0.434,192160,0.659,0.0891,-7.633,0.0683,129.323,0.385,14
"20128",44,0.216,0.485,286987,0.668,0.274,-3.743,0.0303,135.983,0.218,20
"20129",41,0.0701,0.761,201827,0.796,0.162,-13.087,0.0318,104.266,0.962,23
"20130",40,0.00899,0.537,200067,0.67,0.109,-5.766,0.0289,116.922,0.314,10
"20131",40,0.0284,0.7,173267,0.845,0.122,-3.708,0.0441,130.022,0.846,21
"20132",53,0.948,0.522,239960,0.296,0.105,-10.46,0.0302,67.012,0.399,14
"20133",58,0.231,0.477,233973,0.747,0.324,-6.797,0.0426,160.097,0.547,17
"20134",37,0.0354,0.481,251907,0.392,0.227,-11.632,0.0295,147.978,0.254,14
"20135",45,0.169,0.554,204360,0.621,0.086,-5.37,0.0325,147.798,0.257,13
"20136",52,0.0586,0.737,256840,0.536,0.0938,-14.276,0.0353,110.179,0.963,17
"20137",64,0.29,0.647,219080,0.482,0.232,-8.591,0.0262,142.648,0.437,22
"20138",48,0.194,0.735,267200,0.821,0.0872,-5.905,0.0413,125.005,0.961,38
"20141",71,0.223,0.673,211387,0.581,0.063,-10.205,0.0289999999999999,130.771,0.818,15
"20142",46,0.817,0.255,153000,0.417,0.769,-10.918,0.0538,79.532,0.346,41
"20143",37,0.491,0.478,264347,0.57,0.23,-4.449,0.0318,145.841,0.298,41
"20144",54,0.277,0.633,182960,0.588,0.165,-6.595,0.03,105.646,0.624,41
"20145",48,0.115,0.665,179147,0.727,0.139,-4.713,0.0353,94.021,0.572,10
"20146",42,0.523,0.575,210467,0.332,0.101,-12.19,0.0311,135.01,0.366,17
"20147",53,0.327,0.547,383733,0.724,0.108,-6.818,0.0441,120.357,0.806,13
"20148",61,0.0413,0.497,193133,0.726,0.109,-6.08,0.0303,172.107,0.356,15
"20149",62,0.0651,0.787,150857,0.752,0.108,-5.293,0.105,140.04,0.199,9
"20150",51,0.145,0.427,250533,0.678,0.111,-4.006,0.0296,137.791,0.158,10
"20151",43,0.726,0.445,301267,0.224,0.119,-12.423,0.0296,109.445,0.255,24
"20153",42,0.0814,0.684,239467,0.509,0.155,-6.682,0.0278,137.999,0.262,11
"20155",41,0.713,0.709,122467,0.579,0.298,-8.854,0.0306,102.901,0.645,36
"20156",46,0.122,0.537,192507,0.658,0.116,-5.405,0.0451,176.241,0.354,7
"20157",49,0.484,0.591,225227,0.334,0.11,-8.3,0.0276,139.965,0.145,22
"20158",43,0.571,0.64,243000,0.478,0.0902,-6.96,0.033,141.957,0.315,17
"20159",37,0.0254,0.562,216253,0.69,0.31,-5.849,0.0372,131.975,0.441,19
"20160",39,0.0455,0.334,152427,0.636,0.111,-9.109,0.0591,167.357,0.597,17
"20161",43,0.354,0.536,270467,0.638,0.0836,-4.093,0.0299,139.018,0.297,16
"20163",41,0.214,0.583,234787,0.651,0.0719,-7.736,0.0323,87.841,0.768,61
"20164",44,0.658,0.503,254052,0.242,0.36,-8.743,0.0279999999999999,75.943,0.333,17
"20165",40,0.282,0.697,225293,0.684,0.237,-11.008,0.0289999999999999,126.229,0.858,33
"20166",47,0.0145,0.574,218840,0.713,0.201,-7.465,0.031,143.99,0.492,12
"20168",60,0.762,0.406,145867,0.265,0.112,-14.909,0.0278,83.225,0.459,13
"20169",38,0.497,0.608,271400,0.558,0.124,-6.767,0.0293,124.739,0.199,21
"20170",48,0.0321,0.619,174566,0.89,0.417,-6.303,0.0756,142.055,0.644,20
"20172",56,0.312,0.641,204933,0.429,0.0385,-10.508,0.027,122.85,0.309,13
"20173",58,0.0495,0.641,171067,0.637,0.267,-10.92,0.0262,147.502,0.793,22
"20175",38,0.0105,0.526,223707,0.798,0.0789,-4.563,0.0317,127.073,0.427,32
"20176",51,0.498,0.622,253000,0.392,0.146,-9.737,0.0253,77.991,0.274,14
"20177",1,0.806,0.503,188333,0.423,0.186,-7.94,0.0481,156.864,0.76,22
"20178",38,0.068,0.848,284538,0.751,0.0606,-5.556,0.0639,130.054,0.822,6
"20179",42,0.216,0.592,307733,0.378,0.145,-8.832,0.0292,109.843,0.408,12
"20180",36,0.0349,0.463,326187,0.809,0.209,-3.795,0.0369,146.76,0.285,24
"20181",48,0.0256,0.643,202760,0.884,0.0988,-3.838,0.0506,119.093,0.577,14
"20182",37,0.0321,0.501,173493,0.835,0.132,-3.398,0.0365,124.899,0.59,11
"20183",38,0.0017699999999999,0.68,209747,0.695,0.0824,-6.807,0.0254,94.975,0.849,19
"20184",61,0.0227,0.401,289653,0.802,0.338,-5.278,0.0294,191.093,0.849,5
"20185",41,0.0555,0.532,189413,0.818,0.115,-2.726,0.0395,130.078,0.443,8
"20186",41,0.159,0.495,285286,0.475,0.141,-9.501,0.0268,121.085,0.286,13
"20188",36,0.198,0.393,182853,0.914,0.968,-5.898,0.0672,178.316,0.691,19
"20189",53,0.108,0.663,183960,0.525,0.349,-9.674,0.0331,134.748,0.731,20
"20190",44,0.318,0.634,187680,0.48,0.155,-9.704,0.0278,141.957,0.347,33
"20191",69,0.214,0.638,196422,0.634,0.0866,-6.474,0.0468,141.957,0.473,23
"20192",48,0.204,0.575,233747,0.466,0.359,-6.665,0.0279,143.991,0.346,7
"20193",35,0.0552,0.603,184253,0.876,0.229,-3.728,0.0336,87.052,0.901,16
